"Timestamp,""Name (It will be only used for the private records of the authors and will remain anonymous to the public audience)"",""1. How much experience do you have in web development?"",""2. Select the role that fits you best?"",""3. Which of the following stacks have you had experience with?"",""4. How much experience do you have in JAMstack?"",""5. How much experience do you have in traditional stacks (LAMP/MEAN/MERN)?"",""6. To which of the following stacks are you leaning towards? (3 - neutral)"",""7. Which of the following APIs and tools have you heard of and find useful for JAMstack?"",""8. Are there any APIs or tools for JAMstack that you would particularly point out?"",""Performance - With static pages delivered through CDN the loading speed of the JAMstack website usually achieves the highest possible score on speed tests. There are three aspects that are usually used as metrics of website speed and they are: LCP (largest contentful paint), FID (first input delay), CLS (cumulative layout shift)."",""Security – Thanks to the static storage or CDN that serves your application, APIs that are read-only and accessible exclusively for building environment, attacks can be reduced to minimum if not even removed completely. Since the layer has no database, sites are not vulnerable to server-side include injections. Besides, the use of external platforms such as Netlify can provide protection against DDOS and DNS attacks."",""Flexibility - JAMstack uses third-party services more known as headless CMS for managing content on the website. Since headless CMS are separated from the front-end of the website it means that the API that is created with headless CMS can be used and easily displayed across multiple platforms."",""Pricing - The whole JAMstack website requires a small amount of resources and can be hosted on CDN using some free static hosting like Netlify or GitHub Pages which will reduce the cost. "",""SEO - JAMstack page content is static which means that the speed of the website will be fast and indexing the pages of the website will be a lot easier in comparison with other web stacks which are the two most important factors for a good ranking on the internet."",""Developer experience - JAMstack developers have more freedom in choosing the technologies they will use in accordance with their knowledge, wishes and needs unlike other web stacks. The fact that front-end is separated from the backend makes developer experience far more enjoyable and easier because they can focus on one thing. Since JAMstack is static, all files can be stored on GitHub, Netlify or Vercel which makes the deployment easy and what matters to many, all for free. "",""Dynamic functionalities - While JAMstack can be dynamic it is usually harder to implement some dynamic functionality and it mostly requires relying on third-party services for adding more complex features (For example if you want to have search on your website you can't do it on your own. You will need to use Algolia or other third-party service)."",""Delay in live preview - Before seeing the actual changes on the website, everything needs to be pushed on Github. This can cause frequent delays especially when it comes to very dynamic sites that need constant changing of the content. "",""Availability -  In case the system goes down, your website will feel the consequences because there is no communication with the API. Whether a solution will be reached and if the system will function again, is out of your hands and depends entirely on the provider. "",""Confidentiality -  Entrusting all content to a third-party is the risk that confidential content could be disclosed."",""11. Did you encounter any other limitations or benefits that are not already listed while using JAMstack? Please describe them."",""Blog and Portfolio"",""E-commerce"",""Social media"",""News and Magazine"",""Media streaming"",""13. What would you list as the advantage of traditional stacks (LAMP, MEAN, MERN) over JAMstack? Please explain."",""14. In your experience so far, do you think JAMstack will be able to overcome other web stacks in the future and become de facto standard? Please elaborate your answer."",""Please explain your previous answer"",""Rate the survey"",""Comments or suggestions about the survey""";;;;;;;;;;;
"2021/05/25 9:28:55 am EET,"""",""1 - 3 years"",""Full-stack developer"",""LAMP"",""Less than a year"",""1 - 3 years"",""5"",""GraphQL"",""NOTE: I've never used JAMstack so that my answer to question no. 7 should not be considered (I marked GraphQL only because the question is mandatory). Even in question no. 4 I would like to write no experience."",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""I never used JAMstack, only LAMP "",""3"",""3"",""3"",""3"",""3"","""",""3"",""never used JAMstack"",""3"",""never used JAMstack""";;;;;;;;;;;
"2021/05/25 11:57:46 am EET,"""",""1 - 3 years"",""Back-end developer"",""LAMP";"MERN"",""Less than a year"",""1 - 3 years"",""2"",""Auth0";Netlify Forms;"GraphQL"","""",""4"",""3"",""4"",""5"",""4"",""4"",""2"",""4"",""4"",""3"","""",""1"",""3"",""5"",""1"",""4"","""",""2"","""",""4"",""""";;;;;;;;
"2021/04/01 10:21:21 am EET,""Thomas Witt"",""More than 10 years"",""CTO"",""JAMstack";LAMP;"MEAN"",""More than 3 years"",""More than 3 years"",""1"",""Auth0";Netlify Forms;Snipcart;Stripe;"GraphQL"",""Auth0 & Netlify"",""5"",""5"",""5"",""3"",""5"",""5"",""1"",""3"",""4"",""4"","""",""1"",""1"",""3"",""1"",""5"","""",""Yes."",""4"",""""";;;;;
"2021/04/07 4:06:31 am EET,""Vivek Desai"",""3 - 5 years"",""Front-end developer"",""JAMstack";"MERN"",""1 - 3 years"",""1 - 3 years"",""3"",""Algolia";Netlify Forms;Stripe;Strapi;GraphQL;"FaunaDB"",""Sanity Headless CMS, Netlify Serverless, MeiliSearch, etc.."",""5"",""5"",""5"",""5"",""5"",""5"",""3"",""1"",""3"",""3"",""You can make hybrid apps for adding features that are not available in jamstack"",""1"",""2"",""4"",""2"",""4"",""Performance score, Security, Reusability, etc.."",""Yes"",""4"",""No comments""";;;;;
"2021/04/07 4:18:05 am EET,""Merrill Koshy Thomas"",""5 - 10 years"",""Full-stack developer"",""JAMstack";"MERN"",""1 - 3 years"",""1 - 3 years"",""1"",""Algolia";Auth0;Stripe;Strapi;"GraphQL"",""Contentful"",""4"",""4"",""5"",""5"",""4"",""5"",""1"",""2"",""5"",""5"",""Headless CMS allows employees with lesser to no knowledge in softwares to put their input for a live website. Example: A retail salesgirl can put an urgent discount using the headless CMS inorder to cope up with the market changes whereas, companies would spend a lot of time and effort to hire a developer to do that for them."",""3"",""2"",""2"",""1"",""3"",""The challenge of reliability is pretty huge to discard as we are entrusting our entire business to third party services. Therefore it is of utmost importance that a backup of the data should be stored in your system regularly."",""As being a huge fan of React to start and later on become Full Stack, when web apps have more reactive parts, the developer experience becomes enjoyable. From a company's point of view, if something needs to be updated on the website, you dont need the cavalry, you just need your sales person to update the prices as they see fit. It is beautiful to connect and communicate APIs to you app and then """"then"""" it, we can relate it to our way of living."",""5"",""""";;;;;;
"2021/04/07 6:35:46 am EET,""Muhammad Aadil banaras"",""3 - 5 years"",""Full-stack developer"",""JAMstack";LAMP;MEAN;"MERN"",""Less than a year"",""More than 3 years"",""3"",""Strapi";"GraphQL"",""Prismic"",""4"",""3"",""5"",""5"",""4"",""3"",""5"",""4"",""3"",""5"","""",""1"",""5"",""5"",""1"",""5"","""",""I don't think so"",""5"",""""";;;;;;;
"2021/04/07 9:01:05 am EET,""Gilbert"",""3 - 5 years"",""Full-stack developer"",""JAMstack";"MERN"",""1 - 3 years"",""Less than a year"",""1"",""Algolia";Auth0;Netlify Forms;Stripe;Strapi;"GraphQL"","""",""4"",""4"",""5"",""5"",""5"",""5"",""4"",""4"",""4"",""4"","""",""1"",""1"",""2"",""1"",""3"","""",""Yes, this is because of the simplicity and bar-of-entry into the JAMStack ecosystem. Comparing the simplicity, security, reliability, cost, and performance gains to traditional stacks makes this a worthwhile investment where the problem fits a JAMStack solution."",""5"",""""";;;;;
"2021/04/08 1:27:48 pm EET,""Gary Siladi"",""5 - 10 years"",""Front-end developer"",""JAMstack"",""1 - 3 years"",""More than 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Stripe;"Strapi"",""Storyblok CMS, Netlify Serverless Functions, AWS Lambda"",""5"",""5"",""5"",""5"",""5"",""5"",""4"",""3"",""3"",""3"","""",""1"",""2"",""3"",""2"",""3"",""Dynamic content and functionality tailored for the user session."",""I think yes. Most of the web pages out there would be more performant on a JAMstack approach."",""5"",""This was my first survey about JAMstack. I really enjoyed it.""";;;;;;;
"2021/04/13 2:20:40 am EET,""Terry Mitchell"",""3 - 5 years"",""Full-stack developer"",""JAMstack";"MERN"",""1 - 3 years"",""1 - 3 years"",""3"",""Stripe";Strapi;"GraphQL"",""NextJS!!"",""2"",""5"",""5"",""5"",""5"",""5"",""3"",""4"",""2"",""3"",""Historically you didn't always see the latest content, new improvements from Nextjs/Gatsby have gone a long way to help rectify this."",""4"",""5"",""5"",""4"",""1"",""When access to dynamic data is needed to build content."",""No, although the gap is closing. I think SSR dynamic sites are the happy medium."",""4"",""""";;;;;;;;
"2021/04/13 3:28:43 pm EET,""Sandeep S"",""1 - 3 years"",""Front-end developer"",""JAMstack";LAMP;"MERN"",""1 - 3 years"",""1 - 3 years"",""1"",""Auth0";Stripe;Strapi;"GraphQL"",""Apollo Client Graphql"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""Initial interaction with the page can bit slow if you have CSS, image heavy page. "",""1"",""1"",""5"",""3"",""3"",""Traditional stack has advantage when you're building a pure client based application. "",""Yes. For most of the things we see online can be managed by JAMstack. It's only the beginning and i can see it take over in near future because of dev friendly and cost "",""5"",""Very unique survey, and even i got to know some new things from it. Thank you, All the best. JAMstack FTW! :D""";;;;;;
"2021/04/27 3:57:41 pm EET,""Rómulo Soliz"",""1 - 3 years"",""Front-end developer"",""JAMstack";LAMP;"MERN"",""Less than a year"",""Less than a year"",""1"",""Auth0";Snipcart;Strapi;"FaunaDB"",""Contentful, Vercel, Firebase, AWS Amplify"",""5"",""4"",""5"",""5"",""5"",""4"",""1"",""1"",""1"",""1"",""I think you are confused on the idea that APIs *have to be* third party services. The APIs on which a JAMstack site or application is built on can be built in-house and hosted on-premise. So these limitations are native to third-party cloud services, not the JAMstack."",""1"",""1"",""5"",""1"",""5"",""Developer experience, developer experience, developer experience and finally... developer experience!! The fact that a developer can build a whole system with much effort without having to rely on infrastructure (or devops processes depending the services you use) makes the whole experience really enjoyable."",""I think it all depends on the scope of the site / app. Some scenarios I can think of where JAMstack will become de facto standard are marketing pages and e-commerce sites, blogs and information sites."",""4"",""I would advise to investigate more and maybe have an interview with a JAMstack professional to better understand what role each component of the JAMstack (javascript, APIs, markup) plays.""";;;;;;
"2021/04/27 4:13:44 pm EET,"""",""More than 10 years"",""Front-end developer"",""JAMstack";LAMP;"MERN"",""More than 3 years"",""More than 3 years"",""2"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;Strapi;"FaunaDB"",""Eleventy"",""4"",""4"",""5"",""5"",""5"",""5"",""3"",""4"",""2"",""4"","""",""1"",""3"",""4"",""2"",""2"",""Single source of truth for code and content"",""It will enable new approaches like render on demand"",""3"",""""";;;
"2021/04/27 4:24:28 pm EET,""Yordan"",""1 - 3 years"",""Front-end developer"",""JAMstack";LAMP;"MERN"",""1 - 3 years"",""1 - 3 years"",""3"",""Auth0";Stripe;Strapi;GraphQL;"FaunaDB"","""",""5"",""5"",""5"",""4"",""5"",""5"",""4"",""3"",""5"",""4"","""",""1"",""1"",""3"",""4"",""4"","""","""",""5"",""""";;;;;
"2021/04/27 4:38:48 pm EET,""Lalit"",""Less than a year"",""Full-stack developer"",""JAMstack";"MERN"",""Less than a year"",""Less than a year"",""1"",""Algolia";Stripe;"FaunaDB"",""Vercel, Supabase.io"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""4"",""4"",""Real time features, web-sockets and lack of database connection pooling technologies"",""1"",""1"",""1"",""1"",""3"",""Developer Experience"",""Definitely"",""5"",""""";;;;;;;;
"2021/04/27 5:43:29 pm EET,""M. Faisal Hafeez"",""1 - 3 years"",""Full-stack developer"",""JAMstack";MEAN;"MERN"",""Less than a year"",""1 - 3 years"",""5"",""Algolia";Auth0;Stripe;Strapi;GraphQL;"FaunaDB"",""Firebase, vercel and github pages "",""1"",""1"",""1"",""1"",""5"",""1"",""1"",""3"",""3"",""1"",""not everything can be pre rendered and smallest change requires an entire rebuild."",""1"",""5"",""5"",""4"",""5"",""high support, mature, and scalable. "",""I think not, because the learning curve is high and it lacks traditional methods for realtime problems."",""5"",""""";;;;
"2021/04/27 5:48:38 pm EET,""Justus Buyu"",""1 - 3 years"",""Full-stack developer"",""JAMstack";MERN;"MEVN"",""1 - 3 years"",""1 - 3 years"",""3"",""Auth0";Netlify Forms;Stripe;Strapi;GraphQL;"FaunaDB"",""Sanity"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""Because the cms are not self hosted(except for the top tier ones), statically generating new pages may prove a lot harder than it should be and require more technique. It's easier serve content towards pre-existing static pages rather than create those pages with the cms like word-press."",""3"",""5"",""1"",""5"",""1"",""Total control over your code to bootstrap more novel functionalities for demanding sites, Minimal dependence on third party offerings hence reducing downtime chances."",""Yes, I think so. Most sites on the web are lightweight";" a problem that JAMstack efficiently tackles. Additionally because most of these sites are built using word press, Jams stack offers a better, incremental, secure solution that is efficient and provides a good developer experience. Ideally, I like to look at JAMstack as an evolution from WordPress."",""5"",""This was a great survey since it put in writing some of the thoughts I had about JAMstack.""";;;
"2021/04/27 5:55:44 pm EET,""Dima Miro"",""3 - 5 years"",""Front-end developer"",""JAMstack";"MERN"",""1 - 3 years"",""1 - 3 years"",""1"",""Algolia";Auth0;Netlify Forms;Snipcart;Stripe;Strapi;GraphQL;"FaunaDB"","""",""5"",""5"",""5"",""5"",""5"",""5"",""1"",""5"",""5"",""5"","""",""1"",""2"",""2"",""2"",""4"","""",""I don't think so, but I'm not 100% sure :) Maybe after Jamstack will be another fresh and cool stack that will be better then Jam. IT is rapidly evolved. "",""5"",""""";;;
